place	time	pace	age	gender	location	state	divPlace	divTot
5937	102.33	10.233	37	M	Herndon VA	VA	907	1093
2666	90.08	9.008	29	F	Alexandria VA	VA	844	2782
8060	112.72	11.272	34	F	Perry Hall MD	MD	1816	2228
9025	121.17	12.117	27	F	Alexandria VA	VA	2632	2782
5332	99.75	9.975	21	F	Philadelphia PA	PA	637	974
5869	101.75	10.175	45	F	Hamilton NJ	NJ	325	554
1015	72.15	7.215	44	M	Chevy Chase MD	MD	105	931
9149	123.15	12.315	26	F	Rockville MD	MD	2664	2782
1801	86.3	8.63	29	F	Washington D.C DC	DC	578	2782
4694	93.43	9.343	59	M	Alexandria VA	VA	208	375
3457	86.77	8.677	22	M	Ashland MA	MA	184	347
2218	88.13	8.813	31	F	Arlington VA	VA	493	2228
3852	94.68	9.468	26	F	New York NY	NY	1183	2782
6627	104.82	10.482	21	F	Washington DC	DC	758	974
5928	102.25	10.225	28	M	Arlington VA	VA	1245	1457
1345	74.75	7.475	49	M	Elkridge MD	MD	110	648
341	74.15	7.415	46	F	Baltimore MD	MD	12	554
5768	101.35	10.135	25	F	Washington DC	DC	1767	2782
4063	95.43	9.543	65	F	Laguna Beach CA	CA	11	35
1259	74.02	7.402	24	M	Herndon VA	VA	84	347
2102	87.7	8.77	30	F	Manchester CT	CT	468	2228
5310	97.27	9.727	27	M	Alexandria VA	VA	1130	1457
7774	110.65	11.065	35	F	Silver Spring MD	MD	1058	1367
1773	77.4	7.74	57	M	Pittsford NY	NY	58	375
4949	98.35	9.835	45	F	Germantown MD	MD	256	554
8135	113.2	11.32	37	F	Washington DC	DC	1105	1367
5694	101.05	10.105	41	F	McLean VA	VA	542	974
57	56.63	5.663	34	M	Chicago IL	IL	14	1490
2254	80	8	28	M	Washington DC	DC	539	1457
4218	90.7	9.07	65	M	Rockville MD	MD	21	79
6583	104.65	10.465	33	F	Woodbridge VA	VA	1468	2228
6187	104.87	10.487	48	M	Vienna VA	VA	552	648
8272	114.18	11.418	33	F	Alexandria VA	VA	1877	2228
5245	96.87	9.687	50	M	Arlington VA	VA	351	483
2609	89.83	8.983	28	F	Washington DC	DC	829	2782
5888	101.83	10.183	56	M	Reston VA	VA	287	375
3733	88.07	8.807	29	M	Arlington VA	VA	820	1457
5625	100.82	10.082	38	F	Alexandria VA	VA	758	1367
6711	105.12	10.512	28	F	Washington DC	DC	2052	2782
8855	119.13	11.913	35	F	Falls Church VA	VA	1223	1367
1325	74.58	7.458	44	M	Springfield VA	VA	151	931
2442	81.22	8.122	33	M	Arlington VA	VA	536	1490
3483	93.38	9.338	24	F	Greensburg PA	PA	454	974
7502	109.03	10.903	37	F	Atlanta GA	GA	1024	1367
2645	89.98	8.998	24	F	Washington DC	DC	333	974
5645	100.88	10.088	30	F	Washington DC	DC	1256	2228
5289	99.58	9.958	23	F	Washington DC	DC	632	974
5262	99.45	9.945	23	F	Arlington VA	VA	630	974
4700	93.47	9.347	22	M	Washington DC	DC	240	347
2719	90.32	9.032	25	F	Arlington VA	VA	860	2782
880	70.93	7.093	47	M	Ellicott City MD	MD	70	648
2956	84.35	8.435	26	M	Alexandria VA	VA	670	1457
6949	119.57	11.957	21	M	Mount Royal NJ	NJ	343	347
6580	104.63	10.463	26	F	Norfolk VA	VA	2014	2782
8090	112.88	11.288	28	F	Washington DC	DC	2400	2782
6096	103.83	10.383	43	M	Jessup MD	MD	783	931
8262	114.13	11.413	34	F	Riverhead NY	NY	1874	2228
5975	102.67	10.267	31	M	Montgomery Villag MD	MD	1269	1490
8911	119.78	11.978	20	F	Woodbridge VA	VA	938	974
6192	104.92	10.492	51	M	Herndon VA	VA	416	483
1147	73.13	7.313	27	M	Washingon DC	DC	273	1457
915	71.22	7.122	57	M	Lititz PA	PA	30	375
2150	79.37	7.937	58	M	Washington DC	DC	75	375
6402	103.95	10.395	41	F	Great Falls VA	VA	618	974
7189	147.33	14.733	56	M	Arlington VA	VA	375	375
4551	92.53	9.253	57	M	Marietta GA	GA	200	375
5691	100.15	10.015	54	M	Frederick MD	MD	373	483
2896	91.05	9.105	24	F	Washington DC	DC	375	974
7658	109.97	10.997	37	F	Vienna VA	VA	1041	1367
2704	82.85	8.285	29	M	Annandale VA	VA	633	1457
1183	73.42	7.342	40	M	Silver Spring MD	MD	125	931
6151	102.88	10.288	23	F	Springfield VA	VA	724	974
1451	75.48	7.548	35	M	Alexandria VA	VA	218	1093
6054	102.52	10.252	26	F	Norfolk VA	VA	1845	2782
6769	114.32	11.432	64	M	Columbia MD	MD	173	196
7944	111.85	11.185	23	F	Vienna VA	VA	863	974
3541	87.15	8.715	57	M	Falls Church VA	VA	139	375
6449	108.27	10.827	41	M	Alexandria VA	VA	835	931
133	59.85	5.985	34	M	Falls Church VA	VA	42	1490
8693	117.48	11.748	35	F	Glen Allen VA	VA	1197	1367
6845	116.07	11.607	32	M	Ashburn VA	VA	1422	1490
2315	80.38	8.038	30	M	Lutherville MD	MD	504	1490
7417	108.5	10.85	29	F	Arlington VA	VA	2240	2782
1914	86.87	8.687	37	F	Washington DC	DC	238	1367
4089	90.02	9.002	40	M	Springfield VA	VA	519	931
3436	93.22	9.322	46	F	Arlington VA	VA	176	554
784	79.35	7.935	31	F	Alexandria VA	VA	185	2228
2825	90.75	9.075	24	F	Washington Dc DC	DC	356	974
1953	78.33	7.833	46	M	Washington DC	DC	169	648
5682	100.08	10.008	48	M	Edgewater MD	MD	501	648
6937	106.22	10.622	31	F	Arlington VA	VA	1549	2228
7722	110.37	11.037	33	F	Washington DC	DC	1733	2228
1819	86.38	8.638	45	F	Philadelphia PA	PA	92	554
5500	100.35	10.035	34	F	Brookline MA	MA	1220	2228
5933	102.28	10.228	48	M	South Dennis NJ	NJ	526	648
4431	91.97	9.197	30	M	Woodbridge VA	VA	958	1490
4261	96.03	9.603	23	F	Sackets Harbor NY	NY	542	974
958	80.75	8.075	25	F	Washington DC	DC	316	2782
569	67.78	6.778	31	M	Washington DC	DC	159	1490
9550	132.58	13.258	26	F	Arlington VA	VA	2751	2782
1618	85.38	8.538	31	F	Alexandria VA	VA	360	2228
8799	118.53	11.853	29	F	Fairfax VA	VA	2580	2782
7989	112.18	11.218	35	F	South Riding VA	VA	1087	1367
8788	118.4	11.84	33	F	Hanover MD	MD	1992	2228
5005	95.32	9.532	35	M	Catonsville MD	MD	771	1093
6872	105.95	10.595	26	F	Washington DC	DC	2100	2782
5393	99.98	9.998	39	F	Jacksonville FL	FL	726	1367
9673	139.58	13.958	68	F	Reston VA	VA	35	35
742	78.98	7.898	30	F	Washington DC	DC	174	2228
4442	96.7	9.67	29	F	Arlington VA	VA	1383	2782
6288	106.25	10.625	36	M	Washington DC	DC	960	1093
196	61.63	6.163	54	M	Menlo Park CA	CA	10	483
1663	76.72	7.672	54	M	Hollywood MD	MD	90	483
2410	80.98	8.098	33	M	Annapolis MD	MD	528	1490
7641	109.92	10.992	33	F	Baltimore MD	MD	1712	2228
6945	106.27	10.627	34	F	Washington DC	DC	1552	2228
6497	104.28	10.428	24	F	Silver Spring MD	MD	748	974
5465	100.2	10.02	31	F	Washington DC	DC	1215	2228
1083	72.68	7.268	35	M	New York NY	NY	158	1093
8372	114.95	11.495	46	F	Brookeville MD	MD	468	554
9045	121.45	12.145	28	F	Columbia MD	MD	2639	2782
1069	72.55	7.255	41	M	Washington DC	DC	114	931
6665	112.02	11.202	44	M	Fairfax VA	VA	868	931
9441	129.38	12.938	32	F	Lowell MA	MA	2155	2228
1084	72.7	7.27	41	M	Arlington VA	VA	117	931
4017	89.57	8.957	52	M	Alexandria VA	VA	258	483
1382	74.97	7.497	33	M	Washington DC	DC	336	1490
3764	88.25	8.825	39	M	Morrisville NC	NC	584	1093
1153	82.28	8.228	25	F	Washington DC	DC	373	2782
5247	96.87	9.687	34	M	Arlington VA	VA	1117	1490
8506	115.78	11.578	54	F	Essex MD	MD	342	397
5026	98.6	9.86	37	F	Frankford DE	DE	670	1367
4967	98.4	9.84	28	F	Washington DC	DC	1546	2782
6950	119.63	11.963	25	M	Chesapeake VA	VA	1425	1457
1733	86.02	8.602	40	F	Brewster NY	NY	167	974
1692	85.72	8.572	45	F	Baltimore MD	MD	84	554
3157	92.1	9.21	46	F	Gainesville VA	VA	156	554
5566	99.15	9.915	40	M	Pottstown PA	PA	722	931
1761	77.35	7.735	35	M	Bethesda MD	MD	257	1093
3634	87.67	8.767	27	M	Durham NC	NC	798	1457
7767	110.6	11.06	31	F	Arlington VA	VA	1749	2228
4799	94.12	9.412	34	M	Arlington VA	VA	1024	1490
7410	108.45	10.845	35	F	Arlington VA	VA	1010	1367
3058	91.73	9.173	23	F	Rockville MD	MD	400	974
7298	107.9	10.79	39	F	Saint Charles MO	MO	993	1367
315	73.57	7.357	30	F	Washington DC	DC	73	2228
4177	90.5	9.05	29	M	New York NY	NY	913	1457
3796	94.48	9.448	29	F	Herndon VA	VA	1164	2782
5699	100.18	10.018	57	M	Arlington VA	VA	273	375
5774	101.38	10.138	37	F	Sterling VA	VA	776	1367
4	47.57	4.757	27	M	Tucson AZ	AZ	1	1457
35	62.47	6.247	33	F	Baltimore MD	MD	8	2228
5685	101.03	10.103	23	F	Columbus OH	OH	678	974
5092	98.87	9.887	42	F	Washington DC	DC	492	974
2807	90.67	9.067	31	F	Tysons Corner VA	VA	619	2228
2563	81.95	8.195	39	M	Ashburn VA	VA	367	1093
2841	83.57	8.357	42	M	Arlington VA	VA	365	931
2892	83.88	8.388	18	M	Bristow VA	VA	39	66
3286	92.67	9.267	50	F	Warrenton VA	VA	106	397
2001	87.3	8.73	27	F	Washington DC	DC	640	2782
2967	84.38	8.438	31	M	Oakton VA	VA	655	1490
8576	116.45	11.645	28	F	Washington DC	DC	2528	2782
76	57.3	5.73	21	M	Cockeysville MD	MD	10	347
5452	100.18	10.018	25	F	Washington DC	DC	1685	2782
6701	112.63	11.263	25	M	Washington DC	DC	1376	1457
404	65.65	6.565	33	M	University Park MD	MD	117	1490
4391	96.5	9.65	26	F	Arlington VA	VA	1367	2782
236	72.17	7.217	27	F	Washington DC	DC	91	2782
6896	117.98	11.798	29	M	Alexandria VA	VA	1412	1457
1878	86.65	8.665	41	F	Gaithersburg MD	MD	179	974
3964	89.28	8.928	36	M	Silver Spring MD	MD	619	1093
6141	104.28	10.428	61	M	Brighton MI	MI	143	196
4405	96.57	9.657	29	F	Ny NY	NY	1371	2782
7171	107.38	10.738	29	F	Mechanicsburg PA	PA	2184	2782
3415	93.17	9.317	40	F	Burke VA	VA	319	974
3502	86.95	8.695	41	M	Arlington VA	VA	449	931
881	80.15	8.015	29	F	New York NY	NY	287	2782
8700	117.53	11.753	31	F	Falls Church VA	VA	1968	2228
2805	90.67	9.067	42	F	Fairfax VA	VA	271	974
3032	91.65	9.165	41	F	Arlington VA	VA	279	974
4072	95.47	9.547	32	F	Springfield VA	VA	897	2228
596	77.32	7.732	50	F	Vienna VA	VA	16	397
5798	101.47	10.147	28	F	Silver Spring MD	MD	1773	2782
6750	105.32	10.532	28	F	Luling LA	LA	2066	2782
4508	92.33	9.233	22	M	Charlottesville VA	VA	227	347
2911	83.95	8.395	27	M	New York NY	NY	659	1457
1319	83.48	8.348	30	F	Chicago IL	IL	299	2228
486	76.03	7.603	39	F	Center Valley PA	PA	59	1367
5242	96.83	9.683	49	M	Hightstown NJ	NJ	456	648
5734	100.45	10.045	24	M	Arlington VA	VA	296	347
4007	95.22	9.522	31	F	Washington DC	DC	876	2228
6564	109.9	10.99	31	M	Virginia Beach VA	VA	1373	1490
6353	103.78	10.378	31	F	Arlington VA	VA	1419	2228
651	68.72	6.872	47	M	Oak Hill VA	VA	43	648
2008	87.32	8.732	38	F	Cicero NY	NY	244	1367
2981	84.45	8.445	32	M	Boston MA	MA	658	1490
8153	113.33	11.333	41	F	Winchester VA	VA	801	974
6847	105.83	10.583	41	F	Annandale VA	VA	666	974
5525	100.48	10.048	30	F	Washington DC	DC	1228	2228
1896	86.77	8.677	27	F	Washington DC	DC	610	2782
5255	99.42	9.942	35	F	Alexandria VA	VA	704	1367
7	55.4	5.54	32	F	Boulder CO	CO	2	2228
9255	125.15	12.515	63	F	Weston CT	CT	72	93
752	69.7	6.97	45	M	Falls Church VA	VA	55	648
3715	87.98	8.798	44	M	Lansdowne VA	VA	476	931
9197	124.03	12.403	41	F	Leesburg VA	VA	915	974
4748	93.77	9.377	38	M	Rockville MD	MD	739	1093
1008	72.08	7.208	29	M	Washington DC	DC	240	1457
795	70.15	7.015	33	M	Mt Airy MD	MD	210	1490
449	75.65	7.565	21	F	East Brunswick NJ	NJ	64	974
3853	88.72	8.872	38	M	Alexandria VA	VA	596	1093
6467	104.17	10.417	48	F	Alexandria VA	VA	357	554
1885	86.7	8.67	29	F	Herndon VA	VA	607	2782
4209	90.67	9.067	35	M	Lexington Park MD	MD	654	1093
1825	77.7	7.77	27	M	Arlington VA	VA	435	1457
2539	81.83	8.183	47	M	Gaithersburg MD	MD	221	648
9689	141.85	14.185	26	F	Fishers IN	IN	2777	2782
3708	87.93	8.793	34	M	Washington DC	DC	818	1490
3540	93.62	9.362	54	F	Washington DC	DC	111	397
4371	96.4	9.64	28	F	Washington DC	DC	1357	2782
4180	90.52	9.052	25	M	Arlington VA	VA	915	1457
2265	88.32	8.832	36	F	Washington DC	DC	282	1367
3572	93.72	9.372	55	F	Stamford CT	CT	53	236
7950	111.9	11.19	41	F	Bethesda MD	MD	776	974
4156	90.42	9.042	40	M	Johnson City TN	TN	534	931
5744	101.25	10.125	24	F	Alexandria VA	VA	688	974
7377	108.33	10.833	41	F	Alexandria VA	VA	719	974
1141	82.2	8.22	25	F	Rosslyn VA	VA	367	2782
39	63.02	6.302	38	F	Andover MA	MA	3	1367
1179	82.48	8.248	32	F	Arlington VA	VA	262	2228
5457	100.18	10.018	25	F	Baltimore MD	MD	1688	2782
4842	97.95	9.795	24	F	Arlington VA	VA	592	974
7467	108.78	10.878	23	F	Washington DC	DC	813	974
4897	98.13	9.813	35	F	Washington DC	DC	651	1367
8391	115.07	11.507	43	F	Baltimore MD	MD	822	974
3132	91.97	9.197	32	F	Sunnyside NY	NY	676	2228
8190	113.67	11.367	39	F	Hampton VA	VA	1120	1367
6142	102.85	10.285	27	F	Fairfax VA	VA	1875	2782
4460	96.78	9.678	64	F	Virginia Beach VA	VA	20	93
3124	85.03	8.503	45	M	Annandale VA	VA	270	648
1755	86.08	8.608	18	F	Ashburn VA	VA	14	83
6008	102.95	10.295	34	M	Arlington VA	VA	1277	1490
6329	106.73	10.673	46	M	Fort Washington MD	MD	565	648
7429	108.58	10.858	28	F	Herndon VA	VA	2246	2782
312	64.12	6.412	35	M	Arlington VA	VA	39	1093
3196	85.42	8.542	49	M	Vienna VA	VA	276	648
1600	76.3	7.63	28	M	Washington DC	DC	385	1457
1252	83.02	8.302	35	F	Arlington VA	VA	155	1367
2425	81.1	8.11	40	M	Washington DC	DC	311	931
3267	92.58	9.258	33	F	Washington DC	DC	700	2228
1812	86.33	8.633	45	F	Washington DC	DC	90	554
2320	88.57	8.857	33	F	Falls Church VA	VA	520	2228
2311	88.53	8.853	48	F	Arlington VA	VA	116	554
522	76.45	7.645	31	F	Washington DC	DC	120	2228
8685	117.43	11.743	26	F	Arlington VA	VA	2559	2782
913	71.2	7.12	29	M	Washington DC	DC	221	1457
6098	102.72	10.272	37	F	Midlothian VA	VA	824	1367
773	79.23	7.923	24	F	Cambridge MA	MA	105	974
4463	92.1	9.21	52	M	Alexandria VA	VA	294	483
1740	86.05	8.605	32	F	Ellicott City MD	MD	385	2228
1821	77.68	7.768	26	M	Washington DC	DC	434	1457
6478	108.68	10.868	29	M	New Haven CT	CT	1340	1457
5572	99.23	9.923	60	M	Gettysburg PA	PA	122	196
9033	121.25	12.125	30	F	Reston VA	VA	2053	2228
3568	87.28	8.728	24	M	Arlington VA	VA	187	347
5026	95.48	9.548	26	M	Kensington MD	MD	1080	1457
7827	111.05	11.105	37	F	Alexandria VA	VA	1066	1367
4045	89.77	8.977	42	M	Rockville MD	MD	511	931
3927	89.1	8.91	25	M	Paoli PA	PA	861	1457
1559	85.02	8.502	25	F	Washington, Dc DC	DC	500	2782
2770	90.5	9.05	37	F	Fort Belvoir VA	VA	355	1367
4914	94.82	9.482	52	M	Alexandria VA	VA	324	483
1550	84.98	8.498	35	F	Newark DE	DE	199	1367
4523	92.38	9.238	43	M	Vienna VA	VA	596	931
7099	107.08	10.708	43	F	Alexandria VA	VA	694	974
9285	125.87	12.587	27	F	Washington DC	DC	2692	2782
5056	98.72	9.872	48	F	Arlington VA	VA	261	554
5049	95.63	9.563	40	M	Washington DC	DC	655	931
6362	107.18	10.718	34	M	Oakton VA	VA	1339	1490
8823	118.75	11.875	38	F	Baltimore MD	MD	1218	1367
914	80.45	8.045	40	F	Washington DC	DC	81	974
361	74.48	7.448	45	F	Centreville VA	VA	14	554
2071	79.02	7.902	49	M	Alexandria VA	VA	181	648
4786	97.75	9.775	41	F	Frederick MD	MD	449	974
4526	97	9.7	34	F	Weymouth MA	MA	1001	2228
4254	96.03	9.603	28	F	Olney MD	MD	1306	2782
850	70.65	7.065	27	M	Baltimore MD	MD	209	1457
6452	108.3	10.83	40	M	Washington DC	DC	837	931
1209	73.62	7.362	32	M	Washington DC	DC	295	1490
3599	93.78	9.378	51	F	Hanover NH	NH	115	397
4754	93.78	9.378	39	M	Washington DC	DC	740	1093
9004	120.82	12.082	26	F	Katy TX	TX	2625	2782
9206	124.13	12.413	48	F	South Riding VA	VA	516	554
3269	92.6	9.26	26	F	Washington DC	DC	1030	2782
1061	81.55	8.155	32	F	Washington DC	DC	235	2228
7247	107.73	10.773	23	F	East Hartford CT	CT	797	974
9008	120.92	12.092	30	F	Arlington VA	VA	2043	2228
255	63.05	6.305	34	M	Arlington VA	VA	74	1490
583	77.18	7.718	32	F	Frederick MD	MD	136	2228
2380	88.82	8.882	24	F	Arlington VA	VA	304	974
7048	106.78	10.678	25	F	Rockville MD	MD	2146	2782
1232	82.83	8.283	29	F	Reston VA	VA	397	2782
6278	106.15	10.615	53	M	Alexandria VA	VA	420	483
2022	87.4	8.74	26	F	Washington DC	DC	648	2782
7430	108.58	10.858	53	F	Nashua NH	NH	282	397
9202	124.08	12.408	35	F	Oakton VA	VA	1280	1367
365	74.57	7.457	33	F	Boston MA	MA	81	2228
566	77	7.7	27	F	Watertown MA	MA	194	2782
9007	120.9	12.09	56	F	Dumont NJ	NJ	206	236
6659	104.92	10.492	31	F	Ft. Meade MD	MD	1486	2228
3505	86.97	8.697	26	M	Arlington VA	VA	778	1457
2774	83.2	8.32	42	M	Chevy Chase MD	MD	357	931
6940	119.3	11.93	63	M	Omaha NE	NE	181	196
3752	94.33	9.433	30	F	Washington DC	DC	812	2228
2411	80.98	8.098	59	M	Newark DE	DE	85	375
840	79.78	7.978	40	F	Washington DC	DC	71	974
6485	104.25	10.425	60	F	Brentwood TN	TN	33	93
7868	111.32	11.132	24	F	Baltimore MD	MD	857	974
8569	116.37	11.637	30	F	Washington DC	DC	1940	2228
7116	107.15	10.715	55	F	Binghamton NY	NY	142	236
219	62.32	6.232	40	M	Arlington VA	VA	18	931
4258	90.9	9.09	26	M	Tallahassee FL	FL	931	1457
2275	88.37	8.837	28	F	Washington DC	DC	721	2782
3496	93.43	9.343	45	F	Silver Spring MD	MD	179	554
5624	100.82	10.082	26	F	Hyattsville MD	MD	1734	2782
6387	103.9	10.39	54	F	Columbia MD	MD	216	397
9249	125.08	12.508	30	F	Washington DC	DC	2096	2228
620	68.37	6.837	53	M	 		28	483
8336	114.58	11.458	27	F	Alexandria VA	VA	2464	2782
9503	131.22	13.122	49	F	Rockville MD	MD	536	554
628	77.77	7.777	44	F	Derwood MD	MD	56	974
4429	96.65	9.665	40	F	Rockville MD	MD	411	974
3135	85.12	8.512	20	M	Arlington VA	VA	172	347
3028	91.63	9.163	23	F	Washington DC	DC	394	974
7958	111.97	11.197	40	F	Hockessin DE	DE	778	974
3220	92.38	9.238	36	F	Laurel MS	MS	423	1367
6474	108.63	10.863	63	M	Chevy Chase MD	MD	155	196
8112	113.02	11.302	36	F	Washington DC	DC	1103	1367
3411	86.52	8.652	49	M	Leesburg VA	VA	296	648
5368	97.6	9.76	60	M	Eldersburg MD	MD	114	196
2125	79.25	7.925	32	M	Washington DC	DC	465	1490
7758	110.53	11.053	29	F	Fairfax VA	VA	2322	2782
6227	105.45	10.545	47	M	Bethesda MD	MD	555	648
1660	76.68	7.668	37	M	Bowie MD	MD	240	1093
4831	97.92	9.792	29	F	Philadelphia PA	PA	1501	2782
502	67.07	6.707	32	M	Washington DC	DC	145	1490
4174	95.82	9.582	40	F	Arlington VA	VA	393	974
3934	89.13	8.913	51	M	McLean VA	VA	251	483
2167	87.93	8.793	40	F	Kensington MD	MD	214	974
3470	86.82	8.682	48	M	New Windsor MD	MD	304	648
4999	95.28	9.528	35	M	Philadelphia PA	PA	769	1093
4766	93.85	9.385	53	M	Dumfires VA	VA	313	483
1954	78.33	7.833	58	M	Baltimore MD	MD	66	375
5261	99.45	9.945	26	F	Arlington VA	VA	1625	2782
4321	96.22	9.622	29	F	Arlington VA	VA	1335	2782
1490	84.55	8.455	26	F	Arlington VA	VA	478	2782
5100	98.9	9.89	54	F	Roseland NJ	NJ	165	397
2410	88.93	8.893	29	F	Washington DC	DC	755	2782
6546	104.47	10.447	35	F	Falls Church VA	VA	883	1367
8545	116.13	11.613	57	F	Frederick MD	MD	185	236
3491	86.92	8.692	28	M	Charlottesville VA	VA	777	1457
2836	90.8	9.08	24	F	Washington DC	DC	358	974
2815	83.43	8.343	38	M	Washington DC	DC	413	1093
692	78.42	7.842	30	F	Salisbury MD	MD	159	2228
4788	97.75	9.775	25	F	Alexandria VA	VA	1491	2782
5411	100.07	10.007	24	F	Baltimore MD	MD	645	974
1756	77.33	7.733	42	M	Chestnut Hill MA	MA	216	931
6579	110.28	11.028	35	M	Arlington VA	VA	1006	1093
3456	93.27	9.327	34	F	Fairfax VA	VA	752	2228
6762	114.15	11.415	28	M	Arlington VA	VA	1390	1457
4955	98.37	9.837	35	F	North Bethesda MD	MD	660	1367
5209	99.28	9.928	33	F	Washington DC	DC	1162	2228
1057	81.53	8.153	36	F	Washington DC	DC	132	1367
3476	93.35	9.335	34	F	Manassas VA	VA	755	2228
5372	99.9	9.99	29	F	Rockville MD	MD	1657	2782
4324	91.32	9.132	29	M	Hoboken NJ	NJ	939	1457
2115	79.2	7.92	28	M	Alexandria VA	VA	506	1457
5321	99.72	9.972	27	F	Washington DC	DC	1641	2782
7125	107.2	10.72	35	F	Washington DC	DC	966	1367
5304	99.65	9.965	31	F	Burke VA	VA	1186	2228
2644	89.98	8.998	27	F	Washington DC	DC	836	2782
197	70.93	7.093	24	F	Winchester VA	VA	25	974
8396	115.07	11.507	30	F	Washington DC	DC	1900	2228
6779	105.42	10.542	28	F	Silver Spring MD	MD	2070	2782
7042	106.75	10.675	25	F	Washington DC	DC	2143	2782
7541	109.22	10.922	30	F	Alexandria VA	VA	1683	2228
7147	107.3	10.73	24	F	Washington DC	DC	786	974
5262	97	9.7	55	M	Washington DC	DC	244	375
1399	84.07	8.407	47	F	Traverse City MI	MI	73	554
7650	109.93	10.993	27	F	Arlingtnon VA	VA	2297	2782
2715	82.92	8.292	52	M	Vestavia Hills AL	AL	170	483
8110	113.02	11.302	30	F	Washington DC	DC	1832	2228
1222	73.73	7.373	37	M	Fairfax Station VA	VA	179	1093
5963	102.58	10.258	24	M	Arlington VA	VA	309	347
2811	90.68	9.068	49	F	Cumberland MD	MD	137	554
2063	87.55	8.755	52	F	New York NY	NY	63	397
6188	103.05	10.305	42	F	Landover MD	MD	590	974
667	68.83	6.883	32	M	Bel Air MD	MD	183	1490
6041	102.47	10.247	35	F	Lowell MA	MA	822	1367
8861	119.23	11.923	63	F	Washington DC	DC	64	93
8627	116.97	11.697	32	F	Washington DC	DC	1950	2228
7532	109.18	10.918	25	F	Berwyn Heights MD	MD	2272	2782
5417	100.08	10.008	29	F	Washington CA	CA	1673	2782
4349	96.32	9.632	42	F	Gainesville VA	VA	401	974
955	71.62	7.162	33	M	Arlington VA	VA	242	1490
3314	86	8.6	40	M	Fairfax VA	VA	425	931
8282	114.2	11.42	34	F	Washington DC	DC	1880	2228
6281	103.47	10.347	44	F	Fayetteville NC	NC	600	974
8049	112.63	11.263	52	F	Potomac MD	MD	317	397
5816	101.1	10.11	46	M	Rochester NY	NY	519	648
7097	129.53	12.953	55	M	York PA	PA	369	375
9196	124	12.4	35	F	Colleyville TX	TX	1279	1367
398	65.6	6.56	32	M	Lorton VA	VA	115	1490
2517	81.7	8.17	29	M	Falls Church VA	VA	599	1457
1055	72.45	7.245	26	M	Medina OH	OH	252	1457
1315	74.52	7.452	24	M	Washington DC	DC	88	347
3549	87.2	8.72	28	M	Washington DC	DC	785	1457
7573	109.48	10.948	44	F	Springfield VA	VA	737	974
1899	78.08	7.808	29	M	North Bethesda MD	MD	453	1457
8725	117.72	11.772	30	F	Arlington VA	VA	1976	2228
4583	92.73	9.273	25	M	Washington DC	DC	992	1457
1828	77.72	7.772	45	M	New York NY	NY	159	648
8944	120.2	12.02	28	F	Arlington VA	VA	2617	2782
1961	87.12	8.712	35	F	Parkville MD	MD	242	1367
2336	88.63	8.863	23	F	Harrisonburg VA	VA	296	974
2134	79.33	7.933	33	M	Washington DC	DC	467	1490
5966	102.62	10.262	25	M	Arlington VA	VA	1253	1457
905	71.15	7.115	52	M	Springfield VA	VA	48	483
1073	81.7	8.17	30	F	Washington DC	DC	239	2228
8657	117.22	11.722	65	F	Kirkwood NY	NY	29	35
260	63.12	6.312	48	M	Warrenton VA	VA	21	648
3685	87.83	8.783	32	M	Washington DC	DC	813	1490
178	70.43	7.043	49	F	Columbia MD	MD	5	554
20	60.55	6.055	30	F	Virginia Beach VA	VA	4	2228
155	69.5	6.95	25	F	Wayne PA	PA	61	2782
6629	104.83	10.483	43	F	Myersville MD	MD	638	974
2818	83.45	8.345	63	M	Alexandria VA	VA	40	196
6418	107.9	10.79	33	M	Washington DC	DC	1347	1490
3511	93.5	9.35	29	F	Havertown PA	PA	1089	2782
5885	101.82	10.182	33	F	Washington DC	DC	1310	2228
5104	98.9	9.89	32	F	Washington DC	DC	1132	2228
2052	87.52	8.752	42	F	Arlington VA	VA	201	974
4667	93.25	9.325	19	M	Herndon VA	VA	50	66
1571	76.08	7.608	43	M	Silver Spring MD	MD	185	931
2516	89.42	8.942	31	F	Washington DC	DC	559	2228
7535	109.18	10.918	34	F	Falls Church VA	VA	1682	2228
2839	90.8	9.08	28	F	Brooklyn NY	NY	894	2782
4325	91.33	9.133	31	M	Annandale VA	VA	930	1490
5720	100.37	10.037	32	M	Washington DC	DC	1224	1490
7625	109.8	10.98	40	F	Baltimore MD	MD	742	974
6076	102.65	10.265	29	F	McLean VA	VA	1853	2782
3506	86.97	8.697	31	M	Washington DC	DC	773	1490
4388	91.73	9.173	40	M	Washington DC	DC	574	931
7884	111.4	11.14	33	F	Bordentown NJ	NJ	1771	2228
5681	101	10.1	42	F	Bethesda MD	MD	540	974
895	80.3	8.03	25	F	Washington DC	DC	291	2782
9662	139.05	13.905	34	F	Washington DC	DC	2210	2228
2933	91.18	9.118	26	F	Washington DC	DC	926	2782
4285	91.05	9.105	34	M	Alexandria VA	VA	926	1490
5192	96.48	9.648	37	M	Pasadena MD	MD	808	1093
2960	84.37	8.437	26	M	Alexandria VA	VA	671	1457
9688	141.33	14.133	33	F	Bristow VA	VA	2217	2228
1283	83.27	8.327	24	F	Washington DC	DC	167	974
6702	105.08	10.508	29	F	Arlington VA	VA	2048	2782
3972	95.15	9.515	47	F	Alexandria VA	VA	208	554
